from_library,to_library,count,daily_average
POR,MSB,297,4.640625
POR,MTH,135,2.109375
POR,NEK,11,0.171875
POR,NGL,40,0.625
POR,NOF,4,0.0625
POR,ORE,231,3.609375
POR,PAR,96,1.5
POR,PDS,73,1.140625
POR,PIN,415,6.484375
POR,PLA,7,0.109375
POR,PLO,58,0.90625
POR,POR,15213,237.703125
POR,POY,406,6.34375
POR,RAN,58,0.90625
POR,REE,99,1.546875
POR,RIO,90,1.40625
POR,RKS,2,0.03125
POR,ROM,22,0.34375
POR,ROS,11,0.171875
POR,SCA,1,0.015625
POR,SCL,0,0
POR,SEQ,548,8.5625
POR,SGR,27,0.421875
POR,SKC,47,0.734375
POR,SMB,81,1.265625
POR,STO,187,2.921875
POR,STP,153,2.390625
POR,SUN,470,7.34375
POR,VER,498,7.78125
POR,WAU,269,4.203125
POR,WID,260,4.0625
POR,WYO,52,0.8125
POR,ZZZ,15,0.234375
POR,UNDEF,0,0
POY,ACL,27,0.421875
POY,ALM,0,0
POY,ARP,9,0.140625
POY,BAR,65,1.015625
POY,BER,6,0.09375
POY,BLV,31,0.484375
POY,BRD,9,0.140625
POY,CBR,24,0.375
POY,CIA,69,1.078125
POY,COL,175,2.734375
POY,CSP,19,0.296875
POY,DCL,25,0.390625
POY,DEE,26,0.40625
POY,DFT,91,1.421875
POY,FCH,98,1.53125
POY,HAW,66,1.03125
POY,HPB,92,1.4375
POY,LAK,55,0.859375
POY,LAV,1,0.015625
POY,LDI,122,1.90625
POY,MAD,106,1.65625
POY,MAR,14,0.21875
POY,MAZ,16,0.25
POY,MCF,50,0.78125
POY,MCM,60,0.9375
POY,MEA,64,1
POY,MFD,0,0
POY,MID,213,3.328125
POY,MNT,0,0
POY,MOO,51,0.796875
POY,MRO,43,0.671875
POY,MRS,0,0
POY,MSB,148,2.3125
POY,MTH,60,0.9375
POY,NEK,5,0.078125
POY,NGL,51,0.796875
POY,NOF,3,0.046875
POY,ORE,85,1.328125
POY,PAR,46,0.71875
POY,PDS,37,0.578125
POY,PIN,129,2.015625
POY,PLA,6,0.09375
POY,PLO,13,0.203125
POY,POR,165,2.578125
POY,POY,5203,81.296875
POY,RAN,65,1.015625
POY,REE,30,0.46875
POY,RIO,7,0.109375
POY,RKS,0,0
POY,ROM,2,0.03125
POY,ROS,22,0.34375
POY,SCA,0,0
POY,SCL,0,0
POY,SEQ,225,3.515625
POY,SGR,7,0.109375
POY,SKC,19,0.296875
POY,SMB,27,0.421875
POY,STO,55,0.859375
POY,STP,68,1.0625
POY,SUN,183,2.859375
POY,VER,159,2.484375
POY,WAU,110,1.71875
POY,WID,103,1.609375
POY,WYO,19,0.296875
POY,ZZZ,3,0.046875
POY,UNDEF,0,0
RAN,ACL,34,0.53125
RAN,ALM,6,0.09375
RAN,ARP,5,0.078125
RAN,BAR,55,0.859375
RAN,BER,13,0.203125
RAN,BLV,15,0.234375
RAN,BRD,34,0.53125
RAN,CBR,26,0.40625
RAN,CIA,130,2.03125
RAN,COL,257,4.015625
RAN,CSP,21,0.328125
RAN,DCL,33,0.515625
RAN,DEE,22,0.34375
RAN,DFT,118,1.84375
RAN,FCH,130,2.03125
RAN,HAW,122,1.90625
RAN,HPB,158,2.46875
RAN,LAK,90,1.40625
RAN,LAV,8,0.125
RAN,LDI,193,3.015625
RAN,MAD,137,2.140625
RAN,MAR,17,0.265625
RAN,MAZ,16,0.25
RAN,MCF,66,1.03125
RAN,MCM,86,1.34375
RAN,MEA,118,1.84375
RAN,MFD,9,0.140625
RAN,MID,335,5.234375
RAN,MNT,10,0.15625
RAN,MOO,86,1.34375
RAN,MRO,72,1.125
RAN,MRS,0,0
RAN,MSB,263,4.109375
RAN,MTH,87,1.359375
RAN,NEK,8,0.125
RAN,NGL,15,0.234375
RAN,NOF,1,0.015625
RAN,ORE,128,2
RAN,PAR,157,2.453125
RAN,PDS,36,0.5625
RAN,PIN,203,3.171875
RAN,PLA,4,0.0625
RAN,PLO,28,0.4375
RAN,POR,371,5.796875
RAN,POY,126,1.96875
RAN,RAN,3049,47.640625
RAN,REE,58,0.90625
RAN,RIO,22,0.34375
RAN,RKS,2,0.03125
RAN,ROM,12,0.1875
RAN,ROS,6,0.09375
RAN,SCA,0,0
RAN,SCL,0,0
RAN,SEQ,274,4.28125
RAN,SGR,15,0.234375
RAN,SKC,29,0.453125
RAN,SMB,53,0.828125
RAN,STO,91,1.421875
RAN,STP,92,1.4375
RAN,SUN,210,3.28125
RAN,VER,226,3.53125
RAN,WAU,175,2.734375
RAN,WID,227,3.546875
RAN,WYO,19,0.296875
RAN,ZZZ,13,0.203125
RAN,UNDEF,0,0
REE,ACL,99,1.546875
REE,ALM,6,0.09375
REE,ARP,14,0.21875
REE,BAR,921,14.390625
REE,BER,40,0.625
REE,BLV,78,1.21875
REE,BRD,62,0.96875
REE,CBR,96,1.5
REE,CIA,142,2.21875
REE,COL,252,3.9375
REE,CSP,91,1.421875
REE,DCL,93,1.453125
REE,DEE,49,0.765625
REE,DFT,233,3.640625
REE,FCH,362,5.65625
REE,HAW,357,5.578125
REE,HPB,398,6.21875
REE,LAK,277,4.328125
REE,LAV,68,1.0625
REE,LDI,333,5.203125
REE,MAD,563,8.796875
REE,MAR,44,0.6875
REE,MAZ,70,1.09375
REE,MCF,218,3.40625
REE,MCM,486,7.59375
REE,MEA,253,3.953125
REE,MFD,33,0.515625
REE,MID,712,11.125
REE,MNT,12,0.1875
REE,MOO,257,4.015625
REE,MRO,244,3.8125
REE,MRS,1,0.015625
REE,MSB,247,3.859375
REE,MTH,184,2.875
REE,NEK,54,0.84375
REE,NGL,78,1.21875
REE,NOF,95,1.484375
REE,ORE,371,5.796875
REE,PAR,99,1.546875
REE,PDS,587,9.171875
REE,PIN,599,9.359375
REE,PLA,191,2.984375
REE,PLO,70,1.09375
REE,POR,405,6.328125
REE,POY,158,2.46875
REE,RAN,69,1.078125
REE,REE,22248,347.625
REE,RIO,48,0.75
REE,RKS,57,0.890625
REE,ROM,21,0.328125
REE,ROS,39,0.609375
REE,SCA,4,0.0625
REE,SCL,0,0
REE,SEQ,697,10.890625
REE,SGR,414,6.46875
REE,SKC,816,12.75
REE,SMB,151,2.359375
REE,STO,215,3.359375
REE,STP,358,5.59375
REE,SUN,561,8.765625
REE,VER,614,9.59375
REE,WAU,328,5.125
REE,WID,185,2.890625
REE,WYO,21,0.328125
REE,ZZZ,14,0.21875
REE,UNDEF,0,0
RIO,ACL,2,0.03125
RIO,ALM,4,0.0625
RIO,ARP,5,0.078125
RIO,BAR,41,0.640625
RIO,BER,10,0.15625
RIO,BLV,22,0.34375
RIO,BRD,6,0.09375
RIO,CBR,9,0.140625
RIO,CIA,45,0.703125
RIO,COL,71,1.109375
RIO,CSP,16,0.25
RIO,DCL,31,0.484375
RIO,DEE,8,0.125
RIO,DFT,53,0.828125
RIO,FCH,78,1.21875
RIO,HAW,34,0.53125
RIO,HPB,77,1.203125
RIO,LAK,48,0.75
RIO,LAV,0,0
RIO,LDI,223,3.484375
RIO,MAD,72,1.125
RIO,MAR,15,0.234375
RIO,MAZ,9,0.140625
RIO,MCF,45,0.703125
RIO,MCM,46,0.71875
RIO,MEA,35,0.546875
RIO,MFD,0,0
RIO,MID,167,2.609375
RIO,MNT,2,0.03125
RIO,MOO,62,0.96875
RIO,MRO,35,0.546875
RIO,MRS,0,0
RIO,MSB,139,2.171875
RIO,MTH,27,0.421875
RIO,NEK,9,0.140625
RIO,NGL,9,0.140625
RIO,NOF,0,0
RIO,ORE,51,0.796875
RIO,PAR,26,0.40625
RIO,PDS,16,0.25
RIO,PIN,126,1.96875
RIO,PLA,3,0.046875
RIO,PLO,20,0.3125
RIO,POR,90,1.40625
RIO,POY,139,2.171875
RIO,RAN,38,0.59375
RIO,REE,21,0.328125
RIO,RIO,3537,55.265625
RIO,RKS,0,0
RIO,ROM,3,0.046875
RIO,ROS,9,0.140625
RIO,SCA,6,0.09375
RIO,SCL,0,0
RIO,SEQ,180,2.8125
RIO,SGR,8,0.125
RIO,SKC,16,0.25
RIO,SMB,32,0.5
RIO,STO,55,0.859375
RIO,STP,52,0.8125
RIO,SUN,138,2.15625
RIO,VER,147,2.296875
RIO,WAU,67,1.046875
RIO,WID,55,0.859375
RIO,WYO,10,0.15625
RIO,ZZZ,0,0
RIO,UNDEF,0,0
RKS,ACL,0,0
RKS,ALM,3,0.046875
RKS,ARP,0,0
RKS,BAR,31,0.484375
RKS,BER,5,0.078125
RKS,BLV,3,0.046875
RKS,BRD,3,0.046875
RKS,CBR,1,0.015625
RKS,CIA,2,0.03125
RKS,COL,9,0.140625
RKS,CSP,2,0.03125
RKS,DCL,0,0
RKS,DEE,2,0.03125
RKS,DFT,6,0.09375
RKS,FCH,12,0.1875
RKS,HAW,14,0.21875
RKS,HPB,8,0.125
RKS,LAK,14,0.21875
RKS,LAV,0,0
RKS,LDI,4,0.0625
RKS,MAD,11,0.171875
RKS,MAR,1,0.015625
RKS,MAZ,0,0
RKS,MCF,5,0.078125
RKS,MCM,11,0.171875
RKS,MEA,7,0.109375
RKS,MFD,0,0
RKS,MID,20,0.3125
RKS,MNT,2,0.03125
RKS,MOO,7,0.109375
RKS,MRO,2,0.03125
RKS,MRS,0,0
RKS,MSB,6,0.09375
RKS,MTH,10,0.15625
RKS,NEK,0,0
RKS,NGL,0,0
RKS,NOF,1,0.015625
RKS,ORE,10,0.15625
RKS,PAR,2,0.03125
RKS,PDS,26,0.40625
RKS,PIN,11,0.171875
RKS,PLA,5,0.078125
RKS,PLO,5,0.078125
RKS,POR,17,0.265625
RKS,POY,8,0.125
RKS,RAN,0,0
RKS,REE,65,1.015625
RKS,RIO,0,0
RKS,RKS,693,10.828125
RKS,ROM,2,0.03125
RKS,ROS,1,0.015625
RKS,SCA,0,0
RKS,SCL,0,0
RKS,SEQ,17,0.265625
RKS,SGR,10,0.15625
RKS,SKC,47,0.734375
RKS,SMB,4,0.0625
RKS,STO,8,0.125
RKS,STP,10,0.15625
RKS,SUN,11,0.171875
RKS,VER,20,0.3125
RKS,WAU,9,0.140625
RKS,WID,5,0.078125
RKS,WYO,0,0
RKS,ZZZ,0,0
RKS,UNDEF,0,0
ROM,ACL,109,1.703125
ROM,ALM,10,0.15625
ROM,ARP,26,0.40625
ROM,BAR,130,2.03125
ROM,BER,2,0.03125
ROM,BLV,15,0.234375
ROM,BRD,40,0.625
ROM,CBR,10,0.15625
ROM,CIA,9,0.140625
ROM,COL,35,0.546875
ROM,CSP,21,0.328125
ROM,DCL,17,0.265625
ROM,DEE,20,0.3125
ROM,DFT,59,0.921875
ROM,FCH,60,0.9375
ROM,HAW,57,0.890625
ROM,HPB,78,1.21875
ROM,LAK,46,0.71875
ROM,LAV,6,0.09375
ROM,LDI,39,0.609375
ROM,MAD,65,1.015625
ROM,MAR,7,0.109375
ROM,MAZ,11,0.171875
ROM,MCF,22,0.34375
ROM,MCM,448,7
ROM,MEA,46,0.71875
ROM,MFD,28,0.4375
ROM,MID,152,2.375
ROM,MNT,11,0.171875
ROM,MOO,50,0.78125
ROM,MRO,119,1.859375
ROM,MRS,5,0.078125
ROM,MSB,31,0.484375
ROM,MTH,25,0.390625
ROM,NEK,96,1.5
ROM,NGL,42,0.65625
ROM,NOF,6,0.09375
ROM,ORE,69,1.078125
ROM,PAR,17,0.265625
ROM,PDS,41,0.640625
ROM,PIN,111,1.734375
ROM,PLA,8,0.125
ROM,PLO,20,0.3125
ROM,POR,55,0.859375
ROM,POY,38,0.59375
ROM,RAN,4,0.0625
ROM,REE,99,1.546875
ROM,RIO,1,0.015625
ROM,RKS,2,0.03125
ROM,ROM,3842,60.03125
ROM,ROS,7,0.109375
ROM,SCA,3,0.046875
ROM,SCL,0,0
ROM,SEQ,125,1.953125
ROM,SGR,38,0.59375
ROM,SKC,51,0.796875
ROM,SMB,13,0.203125
ROM,STO,33,0.515625
ROM,STP,70,1.09375
ROM,SUN,125,1.953125
ROM,VER,120,1.875
ROM,WAU,58,0.90625
ROM,WID,28,0.4375
ROM,WYO,1,0.015625
ROM,ZZZ,1,0.015625
ROM,UNDEF,0,0
ROS,ACL,17,0.265625
ROS,ALM,33,0.515625
ROS,ARP,8,0.125
ROS,BAR,29,0.453125
ROS,BER,0,0
ROS,BLV,5,0.078125
ROS,BRD,9,0.140625
ROS,CBR,1,0.015625
ROS,CIA,7,0.109375
ROS,COL,13,0.203125
ROS,CSP,13,0.203125
ROS,DCL,18,0.28125
ROS,DEE,6,0.09375
ROS,DFT,30,0.46875
ROS,FCH,50,0.78125
ROS,HAW,17,0.265625
ROS,HPB,39,0.609375
ROS,LAK,44,0.6875
ROS,LAV,0,0
ROS,LDI,16,0.25
ROS,MAD,41,0.640625
ROS,MAR,7,0.109375
ROS,MAZ,1,0.015625
ROS,MCF,22,0.34375
ROS,MCM,84,1.3125
ROS,MEA,15,0.234375
ROS,MFD,7,0.109375
ROS,MID,111,1.734375
ROS,MNT,3,0.046875
ROS,MOO,18,0.28125
ROS,MRO,41,0.640625
ROS,MRS,0,0
ROS,MSB,22,0.34375
ROS,MTH,16,0.25
ROS,NEK,1,0.015625
ROS,NGL,17,0.265625
ROS,NOF,1,0.015625
ROS,ORE,28,0.4375
ROS,PAR,2,0.03125
ROS,PDS,19,0.296875
ROS,PIN,35,0.546875
ROS,PLA,3,0.046875
ROS,PLO,321,5.015625
ROS,POR,11,0.171875
ROS,POY,6,0.09375
ROS,RAN,4,0.0625
ROS,REE,26,0.40625
ROS,RIO,0,0
ROS,RKS,4,0.0625
ROS,ROM,11,0.171875
ROS,ROS,2115,33.046875
ROS,SCA,0,0
ROS,SCL,0,0
ROS,SEQ,95,1.484375
ROS,SGR,11,0.171875
ROS,SKC,17,0.265625
ROS,SMB,5,0.078125
ROS,STO,23,0.359375
ROS,STP,307,4.796875
ROS,SUN,57,0.890625
ROS,VER,79,1.234375
ROS,WAU,43,0.671875
ROS,WID,13,0.203125
ROS,WYO,2,0.03125
ROS,ZZZ,2,0.03125
ROS,UNDEF,0,0
SCA,ACL,4,0.0625
SCA,ALM,0,0
SCA,ARP,0,0
SCA,BAR,2,0.03125
SCA,BER,6,0.09375
SCA,BLV,1,0.015625
SCA,BRD,1,0.015625
SCA,CBR,0,0
SCA,CIA,0,0
SCA,COL,1,0.015625
SCA,CSP,4,0.0625
SCA,DCL,0,0
SCA,DEE,0,0
SCA,DFT,10,0.15625
SCA,FCH,6,0.09375
SCA,HAW,2,0.03125
SCA,HPB,5,0.078125
SCA,LAK,3,0.046875
SCA,LAV,2,0.03125
SCA,LDI,2,0.03125
SCA,MAD,8,0.125
SCA,MAR,2,0.03125
SCA,MAZ,0,0
SCA,MCF,1,0.015625
SCA,MCM,3,0.046875
SCA,MEA,1,0.015625
SCA,MFD,5,0.078125
SCA,MID,7,0.109375
SCA,MNT,0,0
SCA,MOO,10,0.15625
SCA,MRO,7,0.109375
SCA,MRS,0,0
SCA,MSB,2,0.03125
SCA,MTH,6,0.09375
SCA,NEK,0,0
SCA,NGL,4,0.0625
SCA,NOF,0,0
SCA,ORE,7,0.109375
SCA,PAR,0,0
SCA,PDS,0,0
SCA,PIN,2,0.03125
SCA,PLA,0,0
SCA,PLO,0,0
SCA,POR,0,0
SCA,POY,7,0.109375
SCA,RAN,0,0
SCA,REE,0,0
SCA,RIO,3,0.046875
SCA,RKS,0,0
SCA,ROM,0,0
SCA,ROS,0,0
SCA,SCA,19,0.296875
SCA,SCL,0,0
SCA,SEQ,7,0.109375
SCA,SGR,1,0.015625
SCA,SKC,2,0.03125
SCA,SMB,2,0.03125
SCA,STO,6,0.09375
SCA,STP,2,0.03125
SCA,SUN,14,0.21875
SCA,VER,0,0
SCA,WAU,4,0.0625
SCA,WID,1,0.015625
SCA,WYO,0,0
SCA,ZZZ,0,0
SCA,UNDEF,0,0
SCL,ACL,0,0
SCL,ALM,0,0
SCL,ARP,0,0
SCL,BAR,0,0
SCL,BER,0,0
SCL,BLV,0,0
SCL,BRD,0,0
SCL,CBR,0,0
SCL,CIA,0,0
SCL,COL,0,0
SCL,CSP,0,0
SCL,DCL,0,0
SCL,DEE,0,0
SCL,DFT,0,0
SCL,FCH,0,0
SCL,HAW,0,0
SCL,HPB,0,0
SCL,LAK,0,0
SCL,LAV,0,0
SCL,LDI,0,0
SCL,MAD,0,0
SCL,MAR,0,0
SCL,MAZ,0,0
SCL,MCF,0,0
SCL,MCM,0,0
SCL,MEA,0,0
SCL,MFD,0,0
SCL,MID,0,0
SCL,MNT,0,0
SCL,MOO,0,0
SCL,MRO,0,0
SCL,MRS,0,0
SCL,MSB,0,0
SCL,MTH,0,0
SCL,NEK,0,0
SCL,NGL,0,0
SCL,NOF,0,0
SCL,ORE,0,0
SCL,PAR,0,0
SCL,PDS,0,0
SCL,PIN,0,0
SCL,PLA,0,0
SCL,PLO,0,0
SCL,POR,0,0
SCL,POY,0,0
SCL,RAN,0,0
SCL,REE,0,0
SCL,RIO,0,0
SCL,RKS,0,0
SCL,ROM,0,0
SCL,ROS,0,0
SCL,SCA,1,0.015625
SCL,SCL,0,0
SCL,SEQ,0,0
SCL,SGR,0,0
SCL,SKC,0,0
SCL,SMB,0,0
SCL,STO,0,0
SCL,STP,0,0
SCL,SUN,0,0
SCL,VER,0,0
SCL,WAU,0,0
SCL,WID,0,0
SCL,WYO,0,0
SCL,ZZZ,0,0
SCL,UNDEF,0,0
SEQ,ACL,78,1.21875
SEQ,ALM,21,0.328125
SEQ,ARP,29,0.453125
SEQ,BAR,342,5.34375
SEQ,BER,58,0.90625
SEQ,BLV,108,1.6875
SEQ,BRD,79,1.234375
SEQ,CBR,86,1.34375
SEQ,CIA,22,0.34375
SEQ,COL,118,1.84375
SEQ,CSP,153,2.390625
SEQ,DCL,99,1.546875
SEQ,DEE,94,1.46875
SEQ,DFT,318,4.96875
SEQ,FCH,605,9.453125
SEQ,HAW,1124,17.5625
SEQ,HPB,1364,21.3125
SEQ,LAK,1159,18.109375
SEQ,LAV,42,0.65625
SEQ,LDI,115,1.796875
SEQ,MAD,2036,31.8125
SEQ,MAR,52,0.8125
SEQ,MAZ,74,1.15625
SEQ,MCF,292,4.5625
SEQ,MCM,512,8
SEQ,MEA,812,12.6875
SEQ,MFD,20,0.3125
SEQ,MID,1377,21.515625
SEQ,MNT,24,0.375
SEQ,MOO,491,7.671875
SEQ,MRO,269,4.203125
SEQ,MRS,13,0.203125
SEQ,MSB,870,13.59375
SEQ,MTH,299,4.671875
SEQ,NEK,62,0.96875
SEQ,NGL,115,1.796875
SEQ,NOF,14,0.21875
SEQ,ORE,383,5.984375
SEQ,PAR,59,0.921875
SEQ,PDS,238,3.71875
SEQ,PIN,2019,31.546875
SEQ,PLA,44,0.6875
SEQ,PLO,159,2.484375
SEQ,POR,163,2.546875
SEQ,POY,94,1.46875
SEQ,RAN,5,0.078125
SEQ,REE,206,3.21875
SEQ,RIO,6,0.09375
SEQ,RKS,18,0.28125
SEQ,ROM,45,0.703125
SEQ,ROS,54,0.84375
SEQ,SCA,7,0.109375
SEQ,SCL,0,0
SEQ,SEQ,95389,1490.453125
SEQ,SGR,117,1.828125
SEQ,SKC,123,1.921875
SEQ,SMB,499,7.796875
SEQ,STO,441,6.890625
SEQ,STP,730,11.40625
SEQ,SUN,944,14.75
SEQ,VER,1114,17.40625
SEQ,WAU,482,7.53125
SEQ,WID,162,2.53125
SEQ,WYO,4,0.0625
SEQ,ZZZ,24,0.375
SEQ,UNDEF,0,0
SGR,ACL,23,0.359375
SGR,ALM,0,0
SGR,ARP,9,0.140625
SGR,BAR,565,8.828125
SGR,BER,16,0.25
SGR,BLV,27,0.421875
SGR,BRD,25,0.390625
SGR,CBR,22,0.34375
SGR,CIA,30,0.46875
SGR,COL,74,1.15625
SGR,CSP,36,0.5625
SGR,DCL,43,0.671875
SGR,DEE,31,0.484375
SGR,DFT,112,1.75
SGR,FCH,140,2.1875
SGR,HAW,117,1.828125
SGR,HPB,193,3.015625
SGR,LAK,149,2.328125
SGR,LAV,37,0.578125
SGR,LDI,119,1.859375
SGR,MAD,169,2.640625
SGR,MAR,23,0.359375
SGR,MAZ,36,0.5625
SGR,MCF,75,1.171875
SGR,MCM,87,1.359375
SGR,MEA,102,1.59375
SGR,MFD,2,0.03125
SGR,MID,385,6.015625
SGR,MNT,5,0.078125
SGR,MOO,119,1.859375
SGR,MRO,77,1.203125
SGR,MRS,0,0
SGR,MSB,153,2.390625
SGR,MTH,82,1.28125
SGR,NEK,9,0.140625
SGR,NGL,22,0.34375
SGR,NOF,34,0.53125
SGR,ORE,119,1.859375
SGR,PAR,24,0.375
SGR,PDS,472,7.375
SGR,PIN,268,4.1875
SGR,PLA,62,0.96875
SGR,PLO,36,0.5625
SGR,POR,151,2.359375
SGR,POY,57,0.890625
SGR,RAN,21,0.328125
SGR,REE,259,4.046875
SGR,RIO,6,0.09375
SGR,RKS,13,0.203125
SGR,ROM,9,0.140625
SGR,ROS,10,0.15625
SGR,SCA,0,0
SGR,SCL,0,0
SGR,SEQ,312,4.875
SGR,SGR,6819,106.546875
SGR,SKC,139,2.171875
SGR,SMB,51,0.796875
SGR,STO,95,1.484375
SGR,STP,92,1.4375
SGR,SUN,218,3.40625
SGR,VER,219,3.421875
SGR,WAU,110,1.71875
SGR,WID,71,1.109375
SGR,WYO,6,0.09375
SGR,ZZZ,7,0.109375
SGR,UNDEF,0,0
SKC,ACL,23,0.359375
SKC,ALM,5,0.078125
SKC,ARP,6,0.09375
SKC,BAR,480,7.5
SKC,BER,25,0.390625
SKC,BLV,18,0.28125
SKC,BRD,29,0.453125
SKC,CBR,20,0.3125
SKC,CIA,22,0.34375
SKC,COL,108,1.6875
SKC,CSP,43,0.671875
SKC,DCL,47,0.734375
SKC,DEE,25,0.390625
SKC,DFT,109,1.703125
SKC,FCH,175,2.734375
SKC,HAW,115,1.796875
SKC,HPB,209,3.265625
SKC,LAK,148,2.3125
SKC,LAV,26,0.40625
SKC,LDI,199,3.109375
SKC,MAD,191,2.984375
SKC,MAR,17,0.265625
SKC,MAZ,24,0.375
SKC,MCF,72,1.125
SKC,MCM,159,2.484375
SKC,MEA,147,2.296875
SKC,MFD,5,0.078125
SKC,MID,357,5.578125
SKC,MNT,3,0.046875
SKC,MOO,100,1.5625
SKC,MRO,68,1.0625
SKC,MRS,1,0.015625
SKC,MSB,144,2.25
SKC,MTH,81,1.265625
SKC,NEK,5,0.078125
SKC,NGL,26,0.40625
SKC,NOF,43,0.671875
SKC,ORE,135,2.109375
SKC,PAR,14,0.21875
SKC,PDS,381,5.953125
SKC,PIN,295,4.609375
SKC,PLA,97,1.515625
SKC,PLO,36,0.5625
SKC,POR,158,2.46875
SKC,POY,59,0.921875
SKC,RAN,22,0.34375
SKC,REE,280,4.375
SKC,RIO,14,0.21875
SKC,RKS,15,0.234375
SKC,ROM,7,0.109375
SKC,ROS,12,0.1875
SKC,SCA,0,0
SKC,SCL,0,0
SKC,SEQ,343,5.359375
SKC,SGR,280,4.375
SKC,SKC,14248,222.625
SKC,SMB,62,0.96875
SKC,STO,109,1.703125
SKC,STP,121,1.890625
SKC,SUN,317,4.953125
SKC,VER,343,5.359375
SKC,WAU,138,2.15625
SKC,WID,100,1.5625
SKC,WYO,12,0.1875
SKC,ZZZ,5,0.078125
SKC,UNDEF,0,0
SMB,ACL,64,1
SMB,ALM,10,0.15625
SMB,ARP,26,0.40625
SMB,BAR,170,2.65625
SMB,BER,7,0.109375
SMB,BLV,62,0.96875
SMB,BRD,46,0.71875
SMB,CBR,27,0.421875
SMB,CIA,12,0.1875
SMB,COL,36,0.5625
SMB,CSP,66,1.03125
SMB,DCL,40,0.625
SMB,DEE,41,0.640625
SMB,DFT,171,2.671875
SMB,FCH,311,4.859375
SMB,HAW,460,7.1875
SMB,HPB,1263,19.734375
SMB,LAK,371,5.796875
SMB,LAV,6,0.09375
SMB,LDI,60,0.9375
SMB,MAD,894,13.96875
SMB,MAR,26,0.40625
SMB,MAZ,34,0.53125
SMB,MCF,158,2.46875
SMB,MCM,216,3.375
SMB,MEA,257,4.015625
SMB,MFD,16,0.25
SMB,MID,543,8.484375
SMB,MNT,9,0.140625
SMB,MOO,234,3.65625
SMB,MRO,104,1.625
SMB,MRS,0,0
SMB,MSB,121,1.890625
SMB,MTH,139,2.171875
SMB,NEK,17,0.265625
SMB,NGL,60,0.9375
SMB,NOF,7,0.109375
SMB,ORE,181,2.828125
SMB,PAR,9,0.140625
SMB,PDS,79,1.234375
SMB,PIN,897,14.015625
SMB,PLA,22,0.34375
SMB,PLO,78,1.21875
SMB,POR,120,1.875
SMB,POY,38,0.59375
SMB,RAN,3,0.046875
SMB,REE,94,1.46875
SMB,RIO,2,0.03125
SMB,RKS,4,0.0625
SMB,ROM,28,0.4375
SMB,ROS,23,0.359375
SMB,SCA,4,0.0625
SMB,SCL,0,0
SMB,SEQ,2032,31.75
SMB,SGR,69,1.078125
SMB,SKC,72,1.125
SMB,SMB,11876,185.5625
SMB,STO,168,2.625
SMB,STP,315,4.921875
SMB,SUN,411,6.421875
SMB,VER,457,7.140625
SMB,WAU,204,3.1875
SMB,WID,49,0.765625
SMB,WYO,1,0.015625
SMB,ZZZ,18,0.28125
SMB,UNDEF,0,0
STO,ACL,99,1.546875
STO,ALM,7,0.109375
STO,ARP,47,0.734375
STO,BAR,258,4.03125
STO,BER,157,2.453125
STO,BLV,282,4.40625
STO,BRD,76,1.1875
STO,CBR,139,2.171875
STO,CIA,26,0.40625
STO,COL,95,1.484375
STO,CSP,354,5.53125
STO,DCL,221,3.453125
STO,DEE,178,2.78125
STO,DFT,515,8.046875
STO,FCH,1509,23.578125
STO,HAW,597,9.328125
STO,HPB,893,13.953125
STO,LAK,646,10.09375
STO,LAV,12,0.1875
STO,LDI,123,1.921875
STO,MAD,902,14.09375
STO,MAR,227,3.546875
STO,MAZ,86,1.34375
STO,MCF,599,9.359375
STO,MCM,291,4.546875
STO,MEA,517,8.078125
STO,MFD,16,0.25
STO,MID,1544,24.125
STO,MNT,20,0.3125
STO,MOO,1289,20.140625
STO,MRO,217,3.390625
STO,MRS,6,0.09375
STO,MSB,226,3.53125
STO,MTH,1580,24.6875
STO,NEK,38,0.59375
STO,NGL,97,1.515625
STO,NOF,26,0.40625
STO,ORE,1393,21.765625
STO,PAR,38,0.59375
STO,PDS,110,1.71875
STO,PIN,1231,19.234375
STO,PLA,40,0.625
STO,PLO,144,2.25
STO,POR,128,2
STO,POY,65,1.015625
STO,RAN,21,0.328125
STO,REE,190,2.96875
STO,RIO,5,0.078125
STO,RKS,6,0.09375
STO,ROM,24,0.375
STO,ROS,56,0.875
STO,SCA,5,0.078125
STO,SCL,0,0
STO,SEQ,1859,29.046875
STO,SGR,89,1.390625
STO,SKC,119,1.859375
STO,SMB,263,4.109375
STO,STO,25510,398.59375
STO,STP,457,7.140625
STO,SUN,1307,20.421875
STO,VER,1199,18.734375
STO,WAU,1404,21.9375
STO,WID,69,1.078125
STO,WYO,4,0.0625
STO,ZZZ,27,0.421875
STO,UNDEF,0,0
STP,ACL,252,3.9375
STP,ALM,102,1.59375
STP,ARP,107,1.671875
STP,BAR,607,9.484375
STP,BER,67,1.046875
STP,BLV,109,1.703125
STP,BRD,227,3.546875
STP,CBR,89,1.390625
STP,CIA,39,0.609375
STP,COL,206,3.21875
STP,CSP,107,1.671875
STP,DCL,109,1.703125
STP,DEE,99,1.546875
STP,DFT,320,5
STP,FCH,485,7.578125
STP,HAW,429,6.703125
STP,HPB,582,9.09375
STP,LAK,455,7.109375
STP,LAV,35,0.546875
STP,LDI,268,4.1875
STP,MAD,683,10.671875
STP,MAR,54,0.84375
STP,MAZ,70,1.09375
STP,MCF,277,4.328125
STP,MCM,1191,18.609375
